クリス・アーノルド,アーノルド,クリス
牧野宏,マキノ ヒロシ,マキノ,ヒロシ
牧野塁,マキノ ルイ,マキノ,ルイ
牧野翔矢,マキノ ショウヤ,マキノ,ショウヤ
牧原大成,マキハラ タイセイ,マキハラ,タイセイ
槙原寛己,マキハラ ヒロミ,マキハラ,ヒロミ
ミッキー・マクガイア,マクガイア,ミッキー
スコット・マクガフ,マクガフ,スコット
幕田賢治,マクタ ケンジ,マクタ,ケンジ
ボブ・マクドナルド,マクドナルド,ボブ
スティーブ・マクナルティ,マクナルティ,スティーブ
ビル・マクナルティ,マクナルティ,ビル
ジム・マクマナス,マクマナス,ジム
エバン・マクレーン,マクレーン,エバン
スコット・マクレーン,マクレーン,スコット
ボブ・マクローリー,マクローリー,ボブ
ジミー・マケーブ,マケーブ,ジミー
正岡真二（村上真二）,マサオカ シンジ,ムラカミ シンジ,マサオカ,ムラカミ,シンジ
真砂勇介,マサゴ ユウスケ,マサゴ,ユウスケ
政野岩夫（中本政夫）,マサノ イワオ,ナカモト イワオ,マサノ,ナカモト,イワオ
ホセ・マシーアス,マシーアス,ホセ
益子京右,マシコ キョウスケ,マシコ,キョウスケ
ダグ・マシス,マシス,ダグ
スコット・マシソン,スコット・マシソン ,マシソン,スコット
間柴茂有,マシバ シゲクニ,マシバ,シゲクニ
間柴富裕,マシバ トミヒロ,マシバ,トミヒロ
真下定夫,マシモ サダオ,マシモ,サダオ
桝嘉一,マス カイチ,マス,カイチ
桝重正,マス シゲマサ,マス,シゲマサ
増井浩俊,マスイ ヒロトシ,マスイ,ヒロトシ
舛井真喜人,マスイ マキト,マスイ,マキト
桝岡憲三,マスオカ ケンゾウ,マスオカ,ケンゾウ
#枡岡憲三,マスオカ ケンゾウ,マスオカ,ケンゾウ
益川満育,マスカワ マイク,マスカワ,マイク
益田昭雄,マスダ アキオ,マスダ,アキオ
益田明典,マスダ アキノリ,マスダ,アキノリ
枡田慎太郎,マスダ シンタロウ,マスダ,シンタロウ
増田大輝,マスダ ダイキ,マスダ,ダイキ
益田大介,マスダ ダイスケ,マスダ,ダイスケ
増田卓,マスダ タク,マスダ,タク
増田達至,マスダ タツシ,マスダ,タツシ
増田敏,マスダ トシ,マスダ,トシ
益田尚哉,マスダ ナオヤ,マスダ,ナオヤ
益田直也,マスダ ナオヤ,マスダ,ナオヤ
増田浩,マスダ ヒロシ,マスダ,ヒロシ
増田政行（増田康栄）,マスダ マサユキ,マスダ ヤスヒデ,マスダ,マサユキ,ヤスヒデ
益田貢,マスダ ミツグ,マスダ,ミツグ
増田珠,マスダ シュウ,マスダ,シュウ
増田陸,マスダ リク,マスダ,リク
トム・マストニー,マストニー,トム
増渕竜義,マスブチ タツヨシ,マスブチ,タツヨシ
増本一郎,マスモト イチロウ,マスモト,イチロウ
増本宏,マスモト ヒロシ,マスモト,ヒロシ
増山桂一郎,マスヤマ ケイイチロウ,マスヤマ,ケイイチロウ
益山性旭,マスヤマ セイキョク,マスヤマ,セイキョク
又野知弥,マタノ トモヤ,マタノ,トモヤ
又吉克樹,マタヨシ カツキ,マタヨシ,カツキ
町豪将,マチ カツマサ,マチ,カツマサ
待井昇,マチイ ノボル,マチイ,ノボル
町田公雄,マチダ キミオ,マチダ,キミオ
町田公二郎,マチダ コウジロウ,マチダ,コウジロウ
町田行彦,マチダ ユキヒコ,マチダ,ユキヒコ
松修康,マツ ノブヤス,マツ,ノブヤス
松井稼頭央,マツイ カズオ,マツイ,カズオ
松井清,マツイ キヨシ,マツイ,キヨシ
松井宏次,マツイ コウジ,マツイ,コウジ
松井光介,マツイ コウスケ,マツイ,コウスケ
松井淳（外野手）,マツイ ジュン,マツイ,ジュン
松井淳(捕手),マツイ ジュン,マツイ,ジュン
松井隆昌,マツイ タカマサ,マツイ,タカマサ
松井武雄,マツイ タケオ,マツイ,タケオ
松井猛,マツイ タケシ,マツイ,タケシ
松井達徳,マツイ タツノリ,マツイ,タツノリ
松井信勝,マツイ ノブカツ,マツイ,ノブカツ
松井秀喜,マツイ ヒデキ,マツイ,ヒデキ
飛雄馬（松井飛雄馬）,ヒュウマ,マツイ ヒュウマ,マツイ
松井雅人,マツイ マサト,マツイ,マサト
松井優典,マツイ マサノリ,マツイ,マサノリ
松井満,マツイ ミツル,マツイ,ミツル
松井裕樹,マツイ ユウキ,マツイ,ユウキ
松井佑介,マツイ ユウスケ,マツイ,ユウスケ
松井芳男,マツイ ヨシオ,マツイ,ヨシオ
松井義弥,マツイ ヨシヤ,マツイ,ヨシヤ
松浦一義,マツウラ カズヨシ,マツウラ,カズヨシ
松浦耕大,マツウラ コウダイ,マツウラ,コウダイ
松浦正,マツウラ タダシ,マツウラ,タダシ
松浦英信,マツウラ ヒデノブ,マツウラ,ヒデノブ
松浦宏明,マツウラ ヒロアキ,マツウラ,ヒロアキ
松浦弘宣,マツウラ ヒロノブ,マツウラ,ヒロノブ
松浦三千男,マツウラ ミチオ,マツウラ,ミチオ
松尾幸造,マツオ コウゾウ,マツオ,コウゾウ
松尾五郎,マツオ ゴロウ,マツオ,ゴロウ
松尾輝義,マツオ テルヨシ,マツオ,テルヨシ
松尾英治,マツオ ヒデハル,マツオ,ヒデハル
松尾幸政,マツオ ユキマサ,マツオ,ユキマサ
松尾大河,マツオ タイガ,マツオ,タイガ
松岡一郎,マツオカ イチロウ,マツオカ,イチロウ
松岡清治,マツオカ キヨハル,マツオカ,キヨハル
松岡健一,マツオカ ケンイチ,マツオカ,ケンイチ
松岡甲二,マツオカ コウジ,マツオカ,コウジ
松岡功祐,マツオカ コウスケ,マツオカ,コウスケ
松岡大吾,マツオカ ダイゴ,マツオカ,ダイゴ
松岡高信,マツオカ タカノブ,マツオカ,タカノブ
松岡弘,マツオカ ヒロム,マツオカ,ヒロム
松岡正樹,マツオカ マサキ,マツオカ,マサキ
松岡雅俊,マツオカ マサトシ,マツオカ,マサトシ
松岡光雄,マツオカ ミツオ,マツオカ,ミツオ
松岡洋治,マツオカ ヨウジ,マツオカ,ヨウジ
眞下貴之,マッカ タカユキ,マッカ,タカユキ
松家卓弘,マツカ タカヒロ,マツカ,タカヒロ
松川誉弘,マツカワ タカヒロ,マツカワ,タカヒロ
松川博爾,マツカワ ヒロジ,マツカワ,ヒロジ
松木謙治郎,マツキ ケンジロウ,マツキ,ケンジロウ
ティム・マッキントッシュ,マッキントッシュ,ティム
シェーン・マック,シェーン・マック ,マック,シェーン
レオン・マックファーデン,マックファーデン,レオン
松久保新吾,マツクボ シンゴ,マツクボ,シンゴ
松久保満,マツクボ ミツル,マツクボ,ミツル
松坂健太,マツサカ ケンタ,マツサカ,ケンタ
松坂大輔,マツザカ ダイスケ,マツザカ,ダイスケ
松崎伸吾,マツザキ シンゴ,マツザキ,シンゴ
松崎啄也,マツザキ タクヤ,マツザキ,タクヤ
松崎秀昭,マツザキ ヒデアキ,マツザキ,ヒデアキ
松崎泰治,マツザキ ヤスジ,マツザキ,ヤスジ
松澤裕介,マツザワ ユウスケ,マツザワ,ユウスケ
松下一郎,マツシタ イチロウ,マツシタ,イチロウ
松下圭太,マツシタ ケイタ,マツシタ,ケイタ
松下建太,マツシタ ケンタ,マツシタ,ケンタ
松下繁二,マツシタ シゲジ,マツシタ,シゲジ
松下立美,マツシタ タツミ,マツシタ,タツミ
松下建夫,マツシタ タテオ,マツシタ,タテオ
松下秀文,マツシタ ヒデフミ,マツシタ,ヒデフミ
松下芳夫,マツシタ ヨシオ,マツシタ,ヨシオ
松島英雄,マツシマ ヒデオ,マツシマ,ヒデオ
松田和久,マツダ カズヒサ,マツダ,カズヒサ
松田和哉,マツダ カズヤ,マツダ,カズヤ
松田清,マツダ キヨシ,マツダ,キヨシ
松田翔太,マツダ ショウタ,マツダ,ショウタ
松田慎司,マツダ シンジ,マツダ,シンジ
松田友一,マツダ トモカズ,マツダ,トモカズ
松田宣浩,マツダ ノブヒロ,マツダ,ノブヒロ
松田匡司,マツダ マサシ,マツダ,マサシ
松田光保,マツダ ミツヤス,マツダ,ミツヤス
松田康彦,マツダ ヤスヒコ,マツダ,ヤスヒコ
松田勇吉,マツダ ユウキチ,マツダ,ユウキチ
#松田勇吉,マツダ ユウキチ,マツダ,ユウキチ
松田遼馬,マツダ リョウマ,マツダ,リョウマ
松田進,マツダ シン,マツダ,シン
松谷栄司,マツタニ エイジ,マツタニ,エイジ
松谷秀幸,マツタニ ヒデユキ,マツタニ,ヒデユキ
松谷竜二郎,マツタニ リュウジロウ,マツタニ,リュウジロウ
ロブ・マットソン,マットソン,ロブ
マットホワイト,ホワイト,マシュー・ジョセフ
松冨倫,マツトミ リン,マツトミ,リン
松中信彦,マツナカ ノブヒコ,マツナカ,ノブヒコ
松永英一,マツナガ エイイチ,マツナガ,エイイチ
松永昂大,マツナガ タカヒロ,マツナガ,タカヒロ
松永浩典,マツナガ ヒロノリ,マツナガ,ヒロノリ
松永浩美,マツナガ ヒロミ,マツナガ,ヒロミ
松永幸男,マツナガ ユキオ,マツナガ,ユキオ
松永美隆,マツナガ ヨシタカ,マツナガ,ヨシタカ
松並和視,マツナミ カズミ,マツナミ,カズミ
松沼博久,マツヌマ ヒロヒサ,マツヌマ,ヒロヒサ
松沼雅之,マツヌマ マサユキ,マツヌマ,マサユキ
松葉貴大,マツバ タカヒロ,マツバ,タカヒロ
松葉昇,マツバ ノボル,マツバ,ノボル
松橋義季,マツハシ ヨシキ,マツハシ,ヨシキ
松林和雄,マツバヤシ カズオ,マツバヤシ,カズオ
松林茂,マツバヤシ シゲル,マツバヤシ,シゲル
松原明夫,マツバラ アキオ,マツバラ,アキオ
松原誠,マツバラ マコト,マツバラ,マコト
松原靖,マツバラ ヤスシ,マツバラ,ヤスシ
松原良明,マツバラ ヨシアキ,マツバラ,ヨシアキ
松原聖弥,マツバラ セイヤ,まつばら,せいや
松比良平太,マツヒラ ヘイタ,マツヒラ,ヘイタ
松広金一,マツヒロ キンイチ,マツヒロ,キンイチ
松村彰士,マツムラ アキフミ,マツムラ,アキフミ
松村高明,マツムラ タカアキ,マツムラ,タカアキ
松村豊司,マツムラ トヨジ,マツムラ,トヨジ
松村憲章,マツムラ ノリアキ,マツムラ,ノリアキ
松村正晴,マツムラ マサハル,マツムラ,マサハル
松室武,マツムロ タケシ,マツムロ,タケシ
松本輝,マツモト アキラ,マツモト,アキラ
松本勇,マツモト イサム,マツモト,イサム
松本和雄,マツモト カズオ,マツモト,カズオ
啓二朗（松本啓二朗）,ケイジロウ,マツモト ケイジロウ,マツモト
松本剛,マツモト ゴウ,マツモト,ゴウ
松本光三郎,マツモト コウザブロウ,マツモト,コウザブロウ
松本幸大,マツモト コウダイ,マツモト,コウダイ
松元繁,マツモト シゲル,マツモト,シゲル
松本忍,マツモト シノブ,マツモト,シノブ
松元秀一郎,マツモト シュウイチロウ,マツモト,シュウイチロウ
松本俊一,マツモト シュンイチ,マツモト,シュンイチ
松本正志,マツモト ショウジ,マツモト,ショウジ
松本泰三,マツモト タイゾウ,マツモト,タイゾウ
松本高明,マツモト タカアキ,マツモト,タカアキ
松本隆,マツモト タカシ,マツモト,タカシ
松本隆春,マツモト タカハル,マツモト,タカハル
松本卓也,マツモト タクヤ,マツモト,タクヤ
松本拓也,マツモト タクヤ,マツモト,タクヤ
松本匡史,マツモト タダシ,マツモト,タダシ
松本忠繁,マツモト タダシゲ,マツモト,タダシゲ
松本貞一,マツモト テイイチ,マツモト,テイイチ
松本哲也,マツモト テツヤ,マツモト,テツヤ
松本照夫,マツモト テルオ,マツモト,テルオ
松本奉文,マツモト トモフミ,マツモト,トモフミ
松本直晃,マツモト ナオアキ,マツモト,ナオアキ
松本尚樹,マツモト ナオキ,マツモト,ナオキ
松本春男,マツモト ハルオ,マツモト,ハルオ
松本太,マツモト フトシ,マツモト,フトシ
松本操,マツモト ミサオ,マツモト,ミサオ
松元三彦,マツモト ミツヒコ,マツモト,ミツヒコ
松元ユウイチ,マツモト ユウイチ,マツモト,ユウイチ
松本裕樹,マツモト ユウキ,マツモト,ユウキ
松本雄作,マツモト ユウサク,マツモト,ユウサク
松本幸行,マツモト ユキツラ,マツモト,ユキツラ
松本豊,マツモト ユタカ,マツモト,ユタカ
松本芳之,マツモト ヨシユキ,マツモト,ヨシユキ
松本利一,マツモト リイチ,マツモト,リイチ
松本竜也,マツモト リュウヤ,マツモト,リュウヤ
松本龍憲,マツモト リュウケン,マツモト,リュウケン
松本直樹,マツモト ナオキ,マツモト,ナオキ
松本京志郎,マツモト キョウシロウ,マツモト,キョウシロウ
松本航,マツモト ワタル,マツモト,ワタル
松本友,マツモト ユウ,マツモト,ユウ
松盛茂,マツモリ シゲル,マツモリ,シゲル
松山和吉,マツヤマ カズヨシ,マツヤマ,カズヨシ
松山傑,マツヤマ スグル,マツヤマ,スグル
松山昇,マツヤマ ノボル,マツヤマ,ノボル
松山秀明,マツヤマ ヒデアキ,マツヤマ,ヒデアキ
松山竜平,マツヤマ リュウヘイ,マツヤマ,リュウヘイ
ナタナエル・マテオ,マテオ,ナタナエル
マルコス・マテオ,マテオ,マルコス
ウィルソン・マトス,マトス,ウィルソン
的野安修,マトノ ヤスノブ,マトノ,ヤスノブ
的場寛一（的場寛壱）,マトバ カンイチ,マトバ,カンイチ
的場直樹,マトバ ナオキ,マトバ,ナオキ
的場祐剛,マトバ ユウゴウ,マトバ,ユウゴウ
的山哲也,マトヤマ テツヤ,マトヤマ,テツヤ
ワーナー・マドリガル,マドリガル,ワーナー
ビル・マドロック,マドロック,ビル
真中満,マナカ ミツル,マナカ,ミツル
真鍋勝己,マナベ カツミ,マナベ,カツミ
真鍋幹三,マナベ ミキゾウ,マナベ,ミキゾウ
チャーリー・マニエル,マニエル,チャーリー
バリー・マニュエル,マニュエル,バリー
ドン・マネー,マネー,ドン
真野常照,マノ ツネテル,マノ,ツネテル
真野春美,マノ ハルミ,マノ,ハルミ
馬原孝浩,マハラ タカヒロ,マハラ,タカヒロ
ローマン・マヒナス,マヒナス,ローマン
馬渕隆雄,マブチ タカオ,マブチ,タカオ
パット・マホームズ,マホームズ,パット
眞山龍,マヤマ リュウ,マヤマ,リュウ
真弓明信,マユミ アキノブ,マユミ,アキノブ
ホセ・マラベ,マラベ,ホセ
丸佳浩,マル ヨシヒロ,マル,ヨシヒロ
ジャック・マルーフ,マルーフ,ジャック
丸尾英司,マルオ エイジ,マルオ,エイジ
